age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,nps_score,tx_count_30d,avg_tx_amount,failed_tx,support_tickets
26,M,City,Gold Membership,2016-01-07,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:34:11,223,572.08,59641.16,18.0,847.73,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0,2,80,918.18,45,7
64,M,City,Gold Membership,2015-08-11,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,02:24:20,240,182.37,18249.42,8.0,715.29,No,Yes,No,Not Applicable,Poor Product Quality,1,5,25,414.68,34,2
35,M,City,No Membership,2017-03-16,No,Without Offers,Desktop,Mobile_Data,23:07:52,251,-681.0622016,35656.19,18.0,575.53,Yes,No,No,Not Applicable,Too many ads,1,1,30,128.28,40,8
41,F,Town,Gold Membership,2015-02-08,No,Without Offers,Desktop,Fiber_Optic,08:10:02,352,170.87,29175.37,5.0,734.97,No,Yes,No,Not Applicable,Poor Website,0,9,4,219.56,5,1
64,F,Village,Gold Membership,2016-12-03,Yes,Credit/Debit Card Offers,?,Mobile_Data,07:41:13,135,99.02,23235.4,22.0,624.22,Yes,No,Yes,Solved,Poor Product Quality,1,3,18,725.96,33,5
55,F,Town,Basic Membership,2017-07-28,Yes,Without Offers,Smartphone,Fiber_Optic,11:21:24,24,225.44,22316.1,23.0,592.46,Yes,No,No,Not Applicable,Poor Product Quality,1,5,74,451.58,13,5
26,F,City,No Membership,2017-12-29,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:35:58,59,170.45,35615.51,22.0,547.5,Yes,No,No,Not Applicable,Too many ads,1,1,68,941.29,6,5
55,F,Town,No Membership,2016-04-15,No,Without Offers,Smartphone,Wi-Fi,01:18:36,195,110.23,3416.28,19.0,637.67,No,Yes,No,Not Applicable,Poor Product Quality,1,1,58,609.19,47,6
45,F,City,Gold Membership,2016-12-29,?,Without Offers,Desktop,Fiber_Optic,22:49:22,306,77.08,21868.62,15.98,792.04,Yes,No,Yes,Solved,Too many ads,0,0,12,883.58,10,7
24,M,City,No Membership,2017-11-09,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:25:04,32,211.22,18337.38,29.0,377.5483205,Yes,No,No,Not Applicable,Poor Customer Service,1,3,33,129.84,24,3
38,F,Town,Basic Membership,2016-06-19,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:23:22,119,347.08,27374.82,26.0,661.63,Yes,No,Yes,Unsolved,No reason specified,1,3,9,37.31,2,6
54,F,City,Basic Membership,2017-01-12,?,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:25:34,209,33.59,28458.16,26.0,246.7196856,Yes,No,No,Not Applicable,Poor Customer Service,1,0,41,610.63,15,1
52,M,City,Premium Membership,2017-03-14,No,Without Offers,Smartphone,Mobile_Data,12:47:09,85,139.25,94945.3,9.0,686.88,No,Yes,No,Not Applicable,Products always in Stock,0,1,52,997.66,2,7
45,F,City,Premium Membership,2015-04-24,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:09:44,22,528.66,22724.11,6.0,791.26,No,Yes,No,Not Applicable,Quality Customer Care,0,2,95,154.76,37,0
37,M,?,Basic Membership,2016-05-31,Yes,Without Offers,Smartphone,Fiber_Optic,17:19:56,355,87.81,8199.87,7.0,578.44,No,Yes,No,Not Applicable,No reason specified,1,9,38,91.75,12,4
13,F,Town,Platinum Membership,2016-03-19,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,20:17:59,165,1237.97,20066.7,18.0,766.32,Yes,Yes,Yes,Unsolved,User Friendly Website,0,9,28,779.2,41,9
45,M,Village,Platinum Membership,2016-03-05,Yes,Without Offers,Desktop,Fiber_Optic,19:08:18,256,33.62,9741.73,10.0,389.9204895,Yes,No,No,Not Applicable,Poor Product Quality,0,2,3,230.87,10,3
43,M,Town,Gold Membership,2017-11-17,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:47:23,260,457.17,11837.47,11.0,704.77,Yes,No,Yes,No Information Available,Poor Customer Service,1,0,97,727.23,13,5
16,M,City,Gold Membership,2015-08-12,Yes,Without Offers,Smartphone,Fiber_Optic,04:27:27,47,146.99,47529.32,20.0,893.3367983,No,Yes,Yes,Unsolved,Poor Website,1,7,35,53.88,21,5
62,F,City,No Membership,2016-08-14,No,Without Offers,Smartphone,Mobile_Data,02:08:51,316,121.66,47358.6,26.0,623.77,No,Yes,No,Not Applicable,Poor Customer Service,1,3,81,141.29,38,1
61,F,?,Basic Membership,2017-10-29,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:14:21,169,121.09,13458.37,22.0,669.32,No,Yes,No,Not Applicable,Poor Customer Service,1,7,52,113.38,16,7
29,F,Town,Platinum Membership,2017-10-12,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10:39:02,99,265.06,31236.53,15.0,745.42,Yes,No,No,Not Applicable,Reasonable Price,0,6,29,764.68,44,4
28,F,Town,Basic Membership,2016-07-02,No,Without Offers,Both,Fiber_Optic,07:23:29,330,280.46,20419.41,20.0,603.2810935,No,Yes,Yes,No Information Available,Too many ads,1,9,14,13.4,0,4
18,M,City,No Membership,2017-10-29,No,Without Offers,Desktop,Mobile_Data,13:34:23,285,30.24,3157.63,22.0,527.92,No,Yes,No,Not Applicable,Poor Customer Service,1,0,34,657.55,33,2
51,M,City,Premium Membership,2017-05-29,No,Without Offers,?,Wi-Fi,07:27:16,20,61.14,34042.04,2.0,627.7862606,No,Yes,Yes,Unsolved,User Friendly Website,0,8,57,853.79,24,7
59,F,?,Premium Membership,2017-08-13,?,Without Offers,Desktop,Wi-Fi,17:39:00,270,198.13,17007.64,10.0,709.95,Yes,No,No,Not Applicable,Poor Website,0,2,52,381.26,23,0
46,F,?,Basic Membership,2015-03-07,No,Credit/Debit Card Offers,Desktop,Wi-Fi,19:10:01,160,118.78,3832.77,21.0,657.02,No,Yes,Yes,Unsolved,No reason specified,1,7,81,903.26,0,7
50,F,Town,Gold Membership,2017-02-27,Yes,Credit/Debit Card Offers,?,Mobile_Data,18:18:00,228,1083.607673,13909.19,16.0,615.84,Yes,No,Yes,Solved,Poor Customer Service,1,7,72,971.09,6,5
33,F,City,Premium Membership,2016-08-09,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17:25:37,34,311.74,30449.86,18.0,754.49,No,Yes,No,Not Applicable,Too many ads,0,8,95,356.71,48,7
38,F,City,Platinum Membership,2015-04-21,Yes,Gift Vouchers/Coupons,?,Mobile_Data,16:20:15,322,932.2690742,43205.47,9.0,686.88,No,Yes,No,Not Applicable,Products always in Stock,0,6,19,42.05,14,2
60,F,Town,Premium Membership,2016-02-24,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,14:03:07,10,652.15,1966.27,18.0,799.76,Yes,No,No,Not Applicable,No reason specified,0,3,6,216.97,46,7
24,M,Town,No Membership,2017-05-27,?,Gift Vouchers/Coupons,?,Mobile_Data,13:33:49,82,-802.7981162,16936.89,23.0,562.66,Yes,No,No,Not Applicable,Poor Product Quality,1,4,55,981.06,5,6
39,F,Town,No Membership,2017-07-03,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:15:57,119,30.94,42148.14,12.0,669.95,No,Yes,Yes,Unsolved,Poor Product Quality,1,5,67,785.26,12,2
38,F,Town,Premium Membership,2017-10-23,No,Gift Vouchers/Coupons,Both,Fiber_Optic,00:18:18,282,294.47,34862.73,4.0,772.62,Yes,Yes,No,Not Applicable,Quality Customer Care,0,9,9,619.2,23,5
41,F,Town,No Membership,2017-07-04,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:15:14,175,30.56,32478.4,23.0,673.52,Yes,No,No,Not Applicable,Too many ads,1,8,20,476.43,12,3
42,M,Town,Basic Membership,2015-11-27,No,Without Offers,Smartphone,Wi-Fi,13:17:34,201,112.06,31639.24,19.0,663.17,No,Yes,Yes,No Information Available,Poor Website,1,4,1,89.37,16,0
30,F,?,Basic Membership,2017-12-03,?,?,Desktop,Mobile_Data,17:13:19,273,57.39,36153.32,11.0,676.92,Yes,No,Yes,Solved,No reason specified,1,4,39,641.16,41,6
29,F,City,Gold Membership,2016-05-04,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:10:18,72,62.3,39949.72,5.0,613.67,Yes,No,Yes,Unsolved,Poor Product Quality,1,2,61,616.69,34,3
37,M,City,Platinum Membership,2015-03-22,No,Gift Vouchers/Coupons,?,Fiber_Optic,09:40:51,51,394.26,88328.57,7.0,847.53,Yes,Yes,No,Not Applicable,Products always in Stock,0,7,38,614.98,7,3
14,F,Town,Basic Membership,2017-10-10,Yes,Without Offers,Desktop,Wi-Fi,12:08:47,109,80.06,36651.93,5.0,633.26,No,Yes,No,Not Applicable,Too many ads,1,3,23,106.57,25,1
28,F,Town,Platinum Membership,2017-07-30,?,Gift Vouchers/Coupons,?,Mobile_Data,12:07:52,69,153.23,22468.44,12.0,775.4,Yes,No,No,Not Applicable,Poor Product Quality,0,8,21,785.0,37,6
37,F,City,Platinum Membership,2016-12-03,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,06:44:04,310,53.68,19422.29,23.0,705.95,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,1,56,493.25,14,9
22,F,?,No Membership,2017-01-25,Yes,Without Offers,Desktop,Wi-Fi,18:55:35,187,829.42,3192.57,0.72,543.64,Yes,No,No,Not Applicable,Poor Customer Service,1,2,60,61.43,3,9
35,M,Town,Silver Membership,2015-02-12,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:09:55,87,297.35,62089.65,17.0,1187.293803,No,Yes,No,Not Applicable,Quality Customer Care,0,7,52,156.54,4,9
43,F,City,Gold Membership,2016-10-10,Yes,Without Offers,Desktop,Mobile_Data,08:58:15,251,172.98,43384.91,21.0,702.93,Yes,No,No,Not Applicable,Poor Product Quality,1,0,40,377.71,9,0
29,M,City,Platinum Membership,2015-12-02,No,Without Offers,Desktop,Mobile_Data,05:38:16,249,195.1,9920.69,15.0,711.49,Yes,No,No,Not Applicable,No reason specified,0,6,54,548.68,32,8
36,F,City,Silver Membership,2016-01-01,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:03:03,72,34.76,15812.47,29.0,760.58,No,Yes,No,Not Applicable,Too many ads,0,6,30,839.76,48,2
51,F,Town,No Membership,2015-11-16,Yes,Credit/Debit Card Offers,?,Wi-Fi,12:31:23,125,76.13,19750.48,6.0,649.64,Yes,No,No,Not Applicable,Too many ads,1,5,41,249.87,0,0
52,F,Town,Basic Membership,2015-09-20,?,Gift Vouchers/Coupons,Desktop,Mobile_Data,19:51:01,33,32.33,49631.74,9.0,654.56,No,Yes,No,Not Applicable,No reason specified,1,8,90,300.2,13,6
58,F,City,Premium Membership,2017-06-27,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,00:14:04,55,109.86,4965.32,18.0,732.57,Yes,No,Yes,No Information Available,Too many ads,0,7,62,990.48,46,6
12,M,Town,Platinum Membership,2017-04-13,?,Without Offers,Desktop,Mobile_Data,06:07:42,217,1189.31,91069.77,2.0,757.83,Yes,Yes,No,Not Applicable,Reasonable Price,0,4,60,740.52,16,8
33,M,Town,Premium Membership,2016-05-13,No,Without Offers,Desktop,Mobile_Data,08:46:03,364,46.53,25858.4,-6.89,705.06,Yes,No,Yes,No Information Available,Poor Product Quality,0,3,49,835.77,28,8
20,F,Town,Gold Membership,2015-04-07,?,Without Offers,Smartphone,Mobile_Data,12:38:25,217,153.56,6694.16,21.0,686.88,Yes,No,Yes,No Information Available,Too many ads,1,5,76,921.37,4,8
35,M,Village,Basic Membership,2015-02-21,No,Without Offers,Smartphone,Wi-Fi,00:07:29,23,91.44,19076.06,9.0,528.5,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,9,68,307.52,34,1
45,F,Town,No Membership,2017-11-23,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,00:13:34,301,408.89,33377.77,9.0,669.12,No,Yes,Yes,Solved,Poor Website,1,4,55,377.3,47,5
57,M,?,Premium Membership,2015-06-06,No,Credit/Debit Card Offers,?,Wi-Fi,11:21:39,214,1269.758035,2726.57,18.0,1135.874749,Yes,No,Yes,Solved,Poor Website,0,1,94,595.19,17,3
27,F,?,Basic Membership,2015-04-09,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:50:28,317,33.46,1446.36,21.0,565.44,No,Yes,No,Not Applicable,Poor Product Quality,1,7,66,921.0,43,3
46,M,Town,Basic Membership,2017-07-03,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13:00:47,204,279.91,49344.28,27.0,680.99,Yes,Yes,No,Not Applicable,Poor Website,1,8,2,790.42,11,1
36,M,City,Premium Membership,2015-04-19,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:50:49,56,833.5146509,32813.73,38.8,760.81,Yes,No,No,Not Applicable,No reason specified,0,9,4,476.18,21,4
26,F,?,Basic Membership,2015-03-19,?,Without Offers,Both,Wi-Fi,18:36:56,308,1250.602398,34160.77,26.0,680.6,No,Yes,Yes,Solved in Follow-up,Too many ads,1,1,18,123.87,15,9
15,M,City,Gold Membership,2015-01-30,Yes,Without Offers,Smartphone,Mobile_Data,19:20:34,170,-418.9665043,6491.19,11.0,779.15,Yes,Yes,Yes,Unsolved,Products always in Stock,0,1,54,117.7,14,2
53,M,Town,Basic Membership,2017-10-09,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,02:22:19,65,150.86,19345.72,6.0,651.67,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,2,26,239.43,32,3
47,M,?,Gold Membership,2015-01-22,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,05:40:14,31,30.73,20128.7,4.0,722.96,No,Yes,Yes,Unsolved,Reasonable Price,0,4,83,525.26,46,0
42,M,?,Basic Membership,2016-01-12,Yes,Without Offers,Smartphone,Wi-Fi,08:05:41,67,557.1,45520.39,28.0,501.96,No,Yes,Yes,Solved,Poor Website,1,2,40,897.45,11,0
38,F,City,Basic Membership,2015-01-19,Yes,Gift Vouchers/Coupons,?,Mobile_Data,17:03:32,57,-562.4716047,3430.66,23.0,686.88,Yes,No,No,Not Applicable,Too many ads,1,1,91,196.25,2,8
14,F,City,Gold Membership,2017-08-03,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:01:53,107,138.05,28330.53,20.0,642.84,No,Yes,Yes,Solved in Follow-up,Too many ads,1,5,70,255.27,21,3
63,M,Town,Basic Membership,2016-12-22,No,Without Offers,Smartphone,Wi-Fi,03:24:20,166,-1913.405154,49990.2,12.0,665.34,No,Yes,No,Not Applicable,Poor Customer Service,1,8,54,323.18,4,0
28,F,Town,Silver Membership,2017-01-13,?,Gift Vouchers/Coupons,?,Wi-Fi,14:44:07,212,30.95,21788.17,21.0,702.44,No,Yes,Yes,Solved,Poor Customer Service,0,9,42,635.04,2,4
28,F,Town,Premium Membership,2015-05-12,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:13:19,38,325.35,16583.16,16.0,730.42,Yes,No,No,Not Applicable,No reason specified,0,1,18,681.72,33,2
39,F,City,Premium Membership,2017-08-11,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,04:26:46,166,773.91,19385.2,29.0,733.27,No,Yes,No,Not Applicable,Poor Customer Service,0,8,94,69.63,5,4
47,F,Town,Gold Membership,2015-10-01,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,08:14:26,267,1483.987716,2905.08,29.0,714.19,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,7,66,525.47,43,3
17,F,?,Gold Membership,2016-05-23,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14:54:48,138,95.6,9657.23,16.0,768.07,No,Yes,Yes,Solved,Poor Product Quality,0,0,26,631.51,24,9
15,F,City,Basic Membership,2015-12-24,No,Without Offers,Desktop,Mobile_Data,20:22:50,176,162.34,7810.49,18.0,626.41,No,Yes,No,Not Applicable,Poor Customer Service,1,5,60,945.5,38,6
22,F,City,Basic Membership,2015-08-15,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:33:08,58,55.49,8190.18,29.0,604.03,Yes,No,No,Not Applicable,Poor Product Quality,0,0,63,444.8,35,2
34,F,Town,Platinum Membership,2017-08-27,?,Without Offers,?,Fiber_Optic,22:18:50,36,78.71,25718.74,15.98,793.05,Yes,No,Yes,Solved,Poor Product Quality,0,8,1,168.08,29,9
11,F,City,No Membership,2015-03-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:50:42,116,42.17,10479.06,29.0,581.12,No,Yes,No,Not Applicable,Poor Website,1,3,85,514.22,45,6
38,F,City,Silver Membership,2015-11-01,?,Credit/Debit Card Offers,Desktop,Wi-Fi,05:41:43,216,315.48,7100.1,15.0,607.93,Yes,No,No,Not Applicable,No reason specified,1,3,49,207.15,21,0
26,M,?,Gold Membership,2015-02-26,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:12:53,222,496.09,26847.76,27.0,618.19,Yes,Yes,No,Not Applicable,Poor Product Quality,1,5,96,30.34,44,9
14,F,City,No Membership,2017-03-08,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:25:29,38,449.2,4852.97,14.0,601.3,Yes,No,No,Not Applicable,Poor Website,1,6,84,972.79,4,9
53,M,Town,Platinum Membership,2015-04-15,Yes,Without Offers,Smartphone,Mobile_Data,09:57:22,97,947.25,13057.05,12.0,770.63,Yes,Yes,No,Not Applicable,Reasonable Price,0,5,52,293.73,4,5
33,M,Town,Gold Membership,2017-03-12,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,04:32:19,237,248.38,70793.18,19.0,686.88,Yes,Yes,No,Not Applicable,Products always in Stock,0,4,66,401.28,45,7
53,F,Town,Silver Membership,2017-10-18,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:44:24,344,82.92,41790.19,18.0,614.89,Yes,No,No,Not Applicable,Poor Website,1,0,61,790.66,24,4
50,F,?,No Membership,2017-01-18,Yes,Without Offers,?,Wi-Fi,19:00:06,320,338.72,37623.26,19.0,777.1589948,Yes,No,No,Not Applicable,Too many ads,1,8,59,258.14,10,9
16,F,City,Basic Membership,2016-05-19,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,07:18:17,211,201.6,7351.64,17.0,613.81,No,Yes,Yes,Unsolved,No reason specified,1,8,98,969.66,32,8
42,M,?,No Membership,2015-04-11,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:48:13,290,118.44,13389.15,27.0,507.86,Yes,No,Yes,Unsolved,Poor Website,1,9,93,619.54,41,2
41,F,City,Platinum Membership,2015-11-13,No,Gift Vouchers/Coupons,Both,Mobile_Data,21:47:50,275,486.31,83402.8,9.0,686.88,No,Yes,No,Not Applicable,Quality Customer Care,0,4,33,292.39,10,4
13,F,City,Basic Membership,2015-03-26,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:02:29,23,222.28,26343.4,27.0,718.92,Yes,No,No,Not Applicable,Too many ads,1,9,95,269.12,17,0
45,M,City,Silver Membership,2015-09-25,No,Credit/Debit Card Offers,Both,Wi-Fi,02:06:46,298,324.42,4144.44,26.0,640.26,Yes,No,Yes,No Information Available,Too many ads,1,0,50,928.88,29,8
11,F,City,Gold Membership,2015-08-25,No,Without Offers,Smartphone,Wi-Fi,04:53:03,196,94.07,4947.33,22.0,747.82,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,6,64,423.92,49,7
49,F,Town,Basic Membership,2016-02-16,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,21:32:37,31,653.07,1175.45,13.0,623.3,Yes,No,No,Not Applicable,Poor Website,1,5,56,394.92,38,7
13,F,Town,Basic Membership,2017-03-09,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:58:11,357,42.01,18923.28,8.0,227.4547389,Yes,No,No,Not Applicable,No reason specified,1,3,28,791.66,25,0
28,F,City,Premium Membership,2016-06-12,?,Gift Vouchers/Coupons,?,Fiber_Optic,03:06:52,215,584.88,61270.24,1.0,838.31,No,Yes,No,Not Applicable,Quality Customer Care,0,6,4,780.88,30,0
26,F,City,Premium Membership,2016-09-10,No,Without Offers,Desktop,Wi-Fi,05:15:41,176,243.03,32838.03,15.0,531.2131632,Yes,No,Yes,No Information Available,Too many ads,0,4,47,100.64,44,2
33,M,Town,No Membership,2017-03-20,Yes,Without Offers,Desktop,Mobile_Data,19:47:30,270,70.27,43871.64,15.98,625.14,Yes,No,No,Not Applicable,No reason specified,1,8,41,394.9,7,6
45,M,?,No Membership,2017-07-23,No,Credit/Debit Card Offers,?,Fiber_Optic,02:50:48,181,52.53,48388.45,12.0,579.91,Yes,No,No,Not Applicable,Poor Website,1,9,85,849.7,16,0
21,F,Town,No Membership,2015-09-03,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:26:06,77,1199.73,12826.2,25.0,860.9998751,Yes,No,No,Not Applicable,Poor Product Quality,1,1,59,594.06,27,5
60,M,City,Premium Membership,2017-01-13,No,Without Offers,Desktop,Mobile_Data,02:57:43,329,247.55,29371.09,15.98,754.96,Yes,Yes,Yes,Unsolved,No reason specified,0,3,99,908.65,34,9
30,F,City,Gold Membership,2016-07-09,?,Gift Vouchers/Coupons,Desktop,Wi-Fi,00:14:54,244,122.6388215,28412.03,28.0,758.96,No,Yes,No,Not Applicable,Poor Website,0,7,92,386.21,36,1
13,F,Village,Gold Membership,2015-01-08,No,Credit/Debit Card Offers,Both,Mobile_Data,07:33:24,239,400.59,49895.93,15.0,715.64,Yes,Yes,No,Not Applicable,Too many ads,1,9,97,985.85,32,0
57,M,City,No Membership,2015-09-20,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:10:15,177,33.18,4698.42,-7.43,529.12,No,Yes,No,Not Applicable,No reason specified,1,8,32,534.29,1,9
12,M,Town,No Membership,2017-05-10,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,09:07:27,182,1216.150919,21394.24,37.58,130.9908355,Yes,No,No,Not Applicable,Too many ads,1,2,80,799.65,0,4
20,M,Town,Platinum Membership,2017-08-28,?,Without Offers,Desktop,Mobile_Data,12:02:25,351,130.83,96613.21,6.0,768.26,No,Yes,No,Not Applicable,Products always in Stock,0,9,61,211.59,1,2
14,M,Town,Premium Membership,2016-02-20,No,Credit/Debit Card Offers,Both,Mobile_Data,12:22:04,165,503.92,35617.52,9.0,772.69,No,Yes,Yes,Solved in Follow-up,Too many ads,0,0,43,394.01,46,5
64,F,Town,Basic Membership,2017-03-21,Yes,Without Offers,Smartphone,Wi-Fi,23:11:19,158,175.01,5606.91,18.0,615.4,Yes,No,No,Not Applicable,Poor Customer Service,1,9,73,727.52,41,0
32,F,City,Basic Membership,2016-02-03,Yes,Without Offers,Smartphone,Mobile_Data,05:31:15,130,125.84,5263.28,19.0,620.57,No,Yes,Yes,Unsolved,No reason specified,1,0,90,35.51,23,4
55,M,City,Gold Membership,2016-02-06,?,Gift Vouchers/Coupons,?,Mobile_Data,18:15:32,259,34.53,12836.6,15.0,740.97,No,Yes,No,Not Applicable,Poor Customer Service,0,5,35,808.51,34,6
14,F,Town,Silver Membership,2015-07-27,Yes,Without Offers,Desktop,Mobile_Data,20:52:36,179,649.02,48586.01,17.0,359.1218419,No,Yes,Yes,Solved,Poor Product Quality,0,5,75,199.05,41,9
40,M,Town,Basic Membership,2017-12-30,?,Credit/Debit Card Offers,Desktop,Mobile_Data,08:30:35,351,1270.935709,43276.78,18.0,559.46,Yes,No,Yes,Solved,Too many ads,1,3,62,118.9,36,6
19,M,City,Silver Membership,2016-06-15,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:09:54,301,132.94,23930.45,7.0,609.49,Yes,No,No,Not Applicable,Too many ads,1,6,42,873.07,48,0
10,F,City,Premium Membership,2017-03-29,No,Gift Vouchers/Coupons,?,Fiber_Optic,20:04:03,161,172.85,2121.01,25.0,703.22,No,Yes,Yes,Unsolved,Poor Product Quality,0,3,12,639.06,11,8
53,M,City,Basic Membership,2017-03-12,Yes,Credit/Debit Card Offers,?,Mobile_Data,08:09:33,145,32.91,38421.82,15.0,552.58,Yes,No,No,Not Applicable,Poor Product Quality,1,3,55,403.73,36,6
52,F,City,Premium Membership,2017-12-17,No,?,Desktop,Wi-Fi,15:55:19,49,168.07,1497.97,9.0,766.13,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,8,5,552.52,28,0
47,F,City,No Membership,2015-06-25,Yes,Without Offers,Smartphone,Fiber_Optic,14:18:25,244,108.33,16234.82,12.0,665.14,Yes,No,Yes,Solved,Poor Website,0,0,40,463.59,2,0
42,M,City,Silver Membership,2015-08-12,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12:24:09,9,56.61,94566.4,6.0,761.37,No,Yes,No,Not Applicable,Reasonable Price,0,1,89,487.11,49,2
42,M,Village,No Membership,2016-08-22,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:03:15,71,31.94,42774.37,15.98,923.5144731,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,5,82,367.5,1,4
26,F,City,Platinum Membership,2017-01-18,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:50:58,297,30.97,54006.95,8.0,1049.897941,No,Yes,No,Not Applicable,Quality Customer Care,0,9,88,731.42,16,4
10,F,City,Gold Membership,2016-01-28,Yes,Without Offers,Smartphone,Fiber_Optic,17:06:43,340,1087.33,26581.51,15.98,686.88,No,Yes,No,Not Applicable,Poor Website,1,7,56,845.1,32,1
47,F,City,Basic Membership,2017-02-13,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:52:21,178,34.33,22267.37,12.0,574.58,No,Yes,No,Not Applicable,Poor Product Quality,1,5,82,471.29,16,3
28,F,City,No Membership,2017-07-07,Yes,Without Offers,Smartphone,Mobile_Data,03:22:54,281,993.6,41306.85,28.0,637.4,Yes,Yes,Yes,Unsolved,Poor Website,1,8,28,204.8,34,1
37,F,City,Basic Membership,2015-05-17,No,Credit/Debit Card Offers,Desktop,Wi-Fi,01:37:34,117,255.94,27187.89,7.0,573.59,No,Yes,Yes,No Information Available,No reason specified,1,9,57,962.86,23,1
28,M,City,No Membership,2016-09-23,Yes,Without Offers,Smartphone,Mobile_Data,12:18:56,118,784.21,42231.64,13.0,659.91,Yes,No,No,Not Applicable,No reason specified,1,6,98,585.09,7,0
20,F,City,Silver Membership,2016-02-05,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:44:32,364,-1018.833519,30574.18,5.0,686.88,Yes,No,No,Not Applicable,Poor Product Quality,1,4,60,788.38,40,3
48,M,City,No Membership,2017-07-04,Yes,Without Offers,Desktop,Fiber_Optic,09:45:19,159,718.97,33118.32,22.0,1117.831952,Yes,No,No,Not Applicable,Poor Product Quality,1,2,26,275.07,49,6
63,F,City,No Membership,2016-03-17,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:11:24,94,60.41,47639.22,5.0,612.41,No,Yes,No,Not Applicable,Too many ads,1,3,69,555.04,33,8
45,M,City,Gold Membership,2015-10-16,No,Without Offers,Smartphone,Mobile_Data,13:44:20,266,185.01,8440.9,28.0,705.86,No,Yes,No,Not Applicable,Too many ads,0,0,55,385.2,26,5
52,M,City,Premium Membership,2015-02-11,Yes,Gift Vouchers/Coupons,?,Wi-Fi,01:30:07,117,632.93,26752.98,9.0,747.45,No,Yes,No,Not Applicable,Reasonable Price,0,9,58,557.35,46,8
